****9****
50
6;5;10;
8;35;317;
5;35;178;
3;36;261;
4;16;278;
9;40;257;
4;10;253;
8;10;309;
2;36;244;
9;28;238;
3;13;153;
6;33;307;
4;7;341;
7;36;115;
9;31;5;
2;25;345;
9;40;104;
6;18;187;
6;29;254;
10;13;85;
9;15;8;
8;28;345;
8;35;130;
6;4;42;
10;8;6;
15;1;44;
39;9;127;
20;4;312;
15;4;325;
25;6;245;
20;9;331;
26;3;144;
10;4;96;
34;8;257;
23;8;161;
12;7;292;
24;8;23;
34;1;291;
40;9;250;
3;6;46;
36;3;160;
10;2;101;
26;2;346;
5;2;134;
4;4;211;
19;4;178;
23;5;284;
25;10;244;
25;3;59;
39;2;200;
1;69;196;
2;34;571;
3;117;334;
4;130;6;
5;45;451;
6;10;292;
7;16;617;
8;28;506;
9;25;680;
10;4;163;
11;2;140;
12;2;137;
13;41;635;
14;11;313;
15;10;146;
16;15;169;
17;10;547;
18;5;156;
19;6;278;
20;5;305;
21;2;565;
22;6;611;
23;4;1;
24;1;326;
25;1;505;
26;4;676;
27;2;311;
28;1;712;
29;12;184;
30;2;324;
31;3;273;
32;3;267;
33;4;498;
34;1;288;
35;1;608;
36;1;537;
37;3;567;
38;3;329;
39;4;539;
40;2;562;
41;3;142;
42;1;162;
43;2;633;
44;3;502;
45;1;564;
46;2;327;
47;1;287;
48;3;559;
49;1;302;
50;1;610;
51;2;705;
52;1;167;
53;1;544;
54;1;606;
55;3;708;
****EOF****
