****4****
100
10;30;582;
10;30;253;
10;30;800;
10;30;321;
10;30;750;
10;30;508;
10;30;263;
10;30;187;
10;30;791;
10;30;182;
10;30;173;
10;30;627;
10;30;745;
10;30;496;
10;30;828;
10;30;865;
10;30;917;
10;30;562;
10;30;828;
10;30;743;
10;30;607;
10;30;729;
10;30;68;
10;30;307;
10;30;487;
10;30;327;
10;30;963;
10;30;606;
10;30;54;
10;30;264;
10;30;935;
10;30;656;
10;30;367;
10;30;495;
10;30;318;
10;30;406;
10;30;164;
10;30;873;
10;30;115;
10;30;351;
10;30;995;
10;30;63;
10;30;931;
10;30;828;
10;30;544;
10;30;138;
10;30;632;
10;30;206;
10;30;644;
10;30;626;
30;10;6;
30;10;628;
30;10;830;
30;10;40;
30;10;652;
30;10;716;
30;10;242;
30;10;924;
30;10;397;
30;10;466;
30;10;895;
30;10;97;
30;10;207;
30;10;792;
30;10;734;
30;10;32;
30;10;668;
30;10;749;
30;10;927;
30;10;523;
30;10;800;
30;10;488;
30;10;558;
30;10;955;
30;10;466;
30;10;38;
30;10;670;
30;10;715;
30;10;407;
30;10;235;
30;10;596;
30;10;847;
30;10;146;
30;10;934;
30;10;856;
30;10;911;
30;10;648;
30;10;151;
30;10;143;
30;10;264;
30;10;196;
30;10;973;
30;10;405;
30;10;637;
30;10;686;
30;10;843;
30;10;353;
30;10;738;
30;10;818;
30;10;796;
1;189;1176;
2;214;302;
3;196;896;
4;51;1771;
5;148;662;
6;161;86;
7;110;1482;
8;16;1994;
9;76;1369;
10;76;1845;
11;66;531;
12;21;1615;
13;44;849;
14;26;598;
15;17;830;
16;20;1641;
17;63;23;
18;31;259;
19;63;1708;
20;35;1944;
21;2;1109;
22;13;1096;
23;25;1452;
24;3;644;
25;1;1702;
26;20;1140;
27;10;628;
28;21;1681;
29;8;1933;
30;22;1823;
31;3;1661;
32;2;13;
33;3;1093;
34;2;8;
35;6;649;
36;6;1126;
37;4;521;
38;20;1594;
39;16;810;
40;4;1171;
41;4;294;
42;4;1133;
43;5;247;
44;2;1989;
45;1;1;
46;12;1111;
47;6;525;
48;4;1167;
49;1;1924;
50;6;1979;
51;1;1942;
52;3;16;
53;2;893;
54;4;290;
55;3;1449;
****EOF****
