****1****
50
8;30;297;
2;2;44;
2;11;269;
6;27;1;
1;29;33;
7;2;28;
10;23;57;
10;11;291;
10;37;207;
9;19;272;
1;17;241;
5;31;103;
4;21;198;
8;11;243;
2;34;221;
4;20;76;
3;8;135;
3;38;258;
6;31;188;
4;22;219;
5;6;199;
5;31;11;
4;18;273;
9;15;41;
3;33;5;
32;2;309;
7;10;9;
14;8;319;
15;6;250;
27;1;273;
35;2;256;
32;7;152;
2;1;146;
12;10;48;
34;5;277;
3;2;27;
37;9;122;
27;7;69;
23;5;331;
25;8;266;
31;4;59;
36;5;28;
4;3;129;
16;8;218;
34;5;326;
15;1;26;
12;1;4;
18;3;52;
28;8;48;
22;10;55;
1;43;634;
2;43;521;
3;13;302;
4;40;112;
5;63;194;
6;17;383;
7;26;402;
8;43;469;
9;37;590;
10;67;29;
11;42;332;
12;1;184;
13;45;257;
14;4;573;
15;1;158;
16;18;448;
17;11;429;
18;2;569;
19;3;161;
20;12;17;
21;1;154;
22;4;172;
23;3;329;
24;7;186;
25;5;324;
26;14;2;
27;2;586;
28;13;97;
29;1;516;
30;5;627;
31;2;565;
32;2;152;
33;2;584;
34;4;164;
35;6;441;
36;5;578;
37;3;377;
38;6;316;
39;2;571;
40;3;168;
41;6;178;
42;3;512;
43;1;157;
44;2;176;
45;1;440;
****EOF****
