****2****
50
4;18;30;
6;9;228;
7;7;204;
6;35;7;
1;24;334;
1;22;113;
2;38;173;
6;17;284;
9;8;328;
5;35;59;
1;31;45;
8;31;85;
6;8;84;
8;30;70;
6;25;221;
2;29;95;
9;39;280;
6;26;4;
10;31;124;
7;25;63;
6;11;120;
7;20;19;
1;24;58;
2;34;96;
2;38;192;
3;7;311;
22;5;15;
24;8;174;
40;4;176;
17;6;10;
35;4;268;
34;6;131;
30;1;39;
24;2;17;
2;4;66;
40;5;192;
3;3;307;
6;3;145;
7;3;258;
40;10;47;
28;2;72;
36;1;322;
22;5;326;
23;3;262;
25;8;144;
8;1;66;
20;2;94;
13;5;190;
31;4;65;
12;1;189;
1;123;459;
2;32;116;
3;11;390;
4;38;335;
5;34;227;
6;13;433;
7;1;223;
8;11;81;
9;55;22;
10;34;296;
11;25;648;
12;7;261;
13;24;587;
14;5;17;
15;1;644;
16;11;95;
17;2;291;
18;18;202;
19;2;424;
20;18;160;
21;2;635;
22;7;4;
23;9;182;
24;6;384;
25;2;224;
26;4;628;
27;2;584;
28;1;456;
29;4;109;
30;6;448;
31;6;281;
32;6;412;
33;7;377;
34;1;294;
35;2;153;
36;5;617;
37;2;221;
38;1;641;
39;3;77;
40;5;11;
41;3;270;
42;4;429;
43;3;287;
44;1;192;
45;2;637;
46;4;197;
47;1;278;
48;2;407;
49;1;280;
50;3;420;
51;1;623;
52;4;402;
53;1;626;
54;1;332;
55;1;193;
56;1;374;
57;1;622;
58;2;1;
59;1;273;
60;1;614;
61;2;427;
62;2;114;
63;2;330;
64;2;179;
65;1;624;
****EOF****
