****9****
100
10;30;959;
10;30;480;
10;30;221;
10;30;591;
10;30;967;
10;30;128;
10;30;605;
10;30;498;
10;30;545;
10;30;830;
10;30;920;
10;30;381;
10;30;914;
10;30;987;
10;30;578;
10;30;466;
10;30;325;
10;30;711;
10;30;220;
10;30;418;
10;30;76;
10;30;365;
10;30;900;
10;30;59;
10;30;933;
10;30;345;
10;30;200;
10;30;5;
10;30;151;
10;30;560;
10;30;592;
10;30;717;
10;30;508;
10;30;975;
10;30;893;
10;30;209;
10;30;650;
10;30;367;
10;30;37;
10;30;910;
10;30;909;
10;30;487;
10;30;272;
10;30;158;
10;30;687;
10;30;258;
10;30;455;
10;30;206;
10;30;83;
10;30;51;
30;10;852;
30;10;439;
30;10;942;
30;10;646;
30;10;37;
30;10;74;
30;10;311;
30;10;97;
30;10;325;
30;10;746;
30;10;944;
30;10;251;
30;10;380;
30;10;381;
30;10;845;
30;10;987;
30;10;285;
30;10;547;
30;10;389;
30;10;860;
30;10;577;
30;10;682;
30;10;199;
30;10;416;
30;10;899;
30;10;689;
30;10;151;
30;10;355;
30;10;11;
30;10;844;
30;10;208;
30;10;505;
30;10;207;
30;10;880;
30;10;556;
30;10;50;
30;10;703;
30;10;599;
30;10;194;
30;10;860;
30;10;63;
30;10;861;
30;10;288;
30;10;826;
30;10;531;
30;10;748;
30;10;74;
30;10;325;
30;10;861;
30;10;245;
1;53;1591;
2;235;1215;
3;27;1645;
4;137;530;
5;71;980;
6;206;263;
7;122;1794;
8;127;95;
9;154;821;
10;10;1707;
11;29;1053;
12;9;62;
13;34;1919;
14;59;1454;
15;72;730;
16;35;1734;
17;1;1157;
18;18;1687;
19;22;1557;
20;46;1999;
21;9;20;
22;14;1528;
23;8;1172;
24;23;234;
25;13;1121;
26;33;486;
27;13;34;
28;20;692;
29;6;1777;
30;16;1098;
****EOF****
