****5****
125
10;22;92;
10;22;995;
10;22;173;
10;22;388;
10;22;636;
10;22;141;
10;22;116;
10;22;614;
10;22;135;
10;22;89;
10;22;311;
10;22;84;
10;22;734;
10;22;675;
10;22;881;
10;22;862;
10;22;367;
10;22;399;
10;22;890;
10;22;633;
10;22;548;
10;22;14;
10;22;37;
10;22;155;
10;22;155;
10;22;724;
10;22;450;
10;22;239;
10;22;563;
10;22;684;
10;22;209;
10;22;545;
10;22;345;
10;22;191;
10;22;617;
10;22;967;
10;22;495;
10;22;552;
10;22;657;
10;22;214;
10;22;134;
10;22;280;
10;22;426;
10;22;51;
10;22;564;
10;22;80;
10;22;992;
10;22;377;
10;22;57;
10;22;204;
10;22;724;
10;22;46;
10;22;843;
10;22;928;
10;22;964;
10;22;922;
10;22;706;
10;22;455;
10;22;4;
10;22;994;
10;22;8;
10;22;671;
22;10;326;
22;10;142;
22;10;519;
22;10;689;
22;10;981;
22;10;21;
22;10;195;
22;10;597;
22;10;117;
22;10;231;
22;10;350;
22;10;742;
22;10;899;
22;10;55;
22;10;270;
22;10;910;
22;10;32;
22;10;831;
22;10;781;
22;10;395;
22;10;630;
22;10;580;
22;10;489;
22;10;706;
22;10;531;
22;10;351;
22;10;485;
22;10;187;
22;10;824;
22;10;828;
22;10;607;
22;10;661;
22;10;719;
22;10;377;
22;10;46;
22;10;14;
22;10;149;
22;10;394;
22;10;722;
22;10;513;
22;10;617;
22;10;478;
22;10;521;
22;10;130;
22;10;955;
22;10;253;
22;10;875;
22;10;932;
22;10;540;
22;10;97;
22;10;59;
22;10;228;
22;10;332;
22;10;199;
22;10;387;
22;10;476;
22;10;873;
22;10;222;
22;10;980;
22;10;959;
22;10;639;
22;10;39;
22;10;974;
1;14;1277;
2;15;1550;
3;154;962;
4;29;555;
5;154;275;
6;5;1299;
7;242;17;
8;310;1683;
9;124;586;
10;50;1118;
11;15;1259;
12;83;858;
13;59;1196;
14;146;1381;
15;56;721;
16;16;1615;
17;10;540;
18;91;430;
19;3;1373;
20;10;1321;
21;42;780;
22;18;1663;
23;7;1588;
24;14;1306;
25;2;1570;
26;16;1333;
27;17;942;
28;1;1635;
29;4;836;
30;9;1536;
31;1;1646;
32;4;1600;
****EOF****
