****10****
125
10;22;337;
10;22;218;
10;22;213;
10;22;92;
10;22;466;
10;22;855;
10;22;207;
10;22;203;
10;22;215;
10;22;658;
10;22;129;
10;22;306;
10;22;986;
10;22;322;
10;22;544;
10;22;498;
10;22;529;
10;22;169;
10;22;431;
10;22;953;
10;22;547;
10;22;753;
10;22;823;
10;22;215;
10;22;556;
10;22;352;
10;22;44;
10;22;444;
10;22;624;
10;22;859;
10;22;833;
10;22;915;
10;22;227;
10;22;257;
10;22;603;
10;22;174;
10;22;538;
10;22;559;
10;22;469;
10;22;546;
10;22;32;
10;22;678;
10;22;288;
10;22;621;
10;22;409;
10;22;137;
10;22;308;
10;22;805;
10;22;18;
10;22;481;
10;22;433;
10;22;579;
10;22;518;
10;22;473;
10;22;236;
10;22;523;
10;22;532;
10;22;747;
10;22;864;
10;22;93;
10;22;96;
10;22;666;
22;10;838;
22;10;194;
22;10;694;
22;10;262;
22;10;996;
22;10;542;
22;10;863;
22;10;472;
22;10;864;
22;10;553;
22;10;1003;
22;10;820;
22;10;683;
22;10;59;
22;10;622;
22;10;95;
22;10;789;
22;10;574;
22;10;967;
22;10;550;
22;10;811;
22;10;774;
22;10;316;
22;10;758;
22;10;791;
22;10;226;
22;10;872;
22;10;46;
22;10;315;
22;10;77;
22;10;485;
22;10;5;
22;10;797;
22;10;313;
22;10;247;
22;10;218;
22;10;608;
22;10;34;
22;10;430;
22;10;131;
22;10;946;
22;10;388;
22;10;464;
22;10;891;
22;10;412;
22;10;820;
22;10;533;
22;10;964;
22;10;500;
22;10;82;
22;10;47;
22;10;830;
22;10;384;
22;10;928;
22;10;280;
22;10;781;
22;10;799;
22;10;212;
22;10;90;
22;10;525;
22;10;774;
22;10;813;
22;10;700;
1;271;983;
2;212;518;
3;287;1456;
4;169;1756;
5;3;101;
6;245;201;
7;99;788;
8;140;1268;
9;11;921;
10;52;462;
11;10;902;
12;38;1925;
13;57;118;
14;4;1992;
15;65;34;
16;37;1411;
17;2;941;
18;22;955;
19;15;1970;
20;42;2002;
21;3;934;
22;16;752;
23;6;21;
24;13;738;
25;1;1410;
26;3;1748;
27;5;977;
28;6;1255;
29;22;178;
30;3;1751;
31;17;0;
32;10;450;
****EOF****
