****2****
50
4;24;214;
4;15;159;
10;21;70;
7;22;99;
4;36;105;
9;35;18;
8;33;324;
1;12;134;
5;39;211;
5;23;10;
9;13;69;
5;18;107;
8;12;249;
1;29;283;
1;8;120;
8;5;75;
10;29;109;
3;2;200;
7;28;281;
10;10;15;
1;22;324;
10;15;97;
10;16;221;
6;15;297;
3;15;289;
20;6;89;
22;1;43;
26;8;306;
26;4;308;
26;10;325;
15;8;106;
36;1;223;
13;2;18;
26;1;176;
9;8;323;
27;4;85;
28;2;92;
8;5;34;
39;10;85;
22;5;182;
21;8;235;
27;5;292;
3;7;84;
36;8;36;
11;9;215;
6;2;75;
7;10;49;
20;9;250;
20;1;78;
9;9;47;
1;117;536;
2;109;18;
3;2;223;
4;102;259;
5;102;408;
6;44;136;
7;17;204;
8;10;521;
9;1;202;
10;10;234;
11;1;511;
12;7;5;
13;4;397;
14;6;246;
15;5;376;
****EOF****
